progname,Hours
schrodinger,3079777
pymol,3078679
pymol,3076749
java,3074989
ccp4,3073455
java,3070187
ccp4,3059274
chimera,3055966
nedit,3054722
relion,3053014
peet,3052702
ccp4,3051843
chimera,3050540
pymol,3047875
xterm,3045827
relion,3045134
relion,3042893
phenix,3041303
ccp4,3040451
phenix,3040202
adxv,3038809
perl,3037543
java,3036538
peet,3035765
java,3031711
relion,3030408
chimerax,3027230
chimera,3026104
vmd,3025234
phenix,3023703
java,3022472
pymol,3022171
relion,3021875
coot,3018586
ccp4,3016067
relion,3012038
peet,3009779
bcftools,3007946
ccp4,3004997
phenix,3002582
peet,3001755
pymol,3000718
eman2,2997436
relion,2996190
eman2,2990969
coot,2989770
chimerax,2989310
relion,2988022
coot,2985091
chimerax,2984484
chimerax,2983553
peet,2977497
chimerax,2977338
pytom,2977147
schrodinger,2976448
relion,2972261
chimera,2971218
pytom,2971190
relion,2968825
java,2965092
schrodinger,2959477
chimerax,2958548
chimerax,2958548
coot,2956058
pymol,2955746
fiji,2952323
phenix,2949992
relion,2949954
relion,2945543
java,2944586
relion,2944381
relion,2942883
coot,2942700
nedit,2942178
peet,2937130
vmd,2934953
jupyter,2930966
jupyter,2930966
pymol,2928884
coot,2926598
rosetta,2925180
relion,2924634
phenix,2922955
adxv,2921249
phenix,2921002
rosetta,2919499
peet,2919254
pymol,2918150
o,2916233
relion,2915845
relion,2915555
chimera,2912729
relion,2910945
peet,2910285
pymol,2909909
chimerax,2906927
phenix,2905683
chimera,2904988
python,2904733
relion,2899146
pymol,2892211
chimera,2892207
chimera,2890927
peet,2889152
chimerax,2887740
ccp4,2886944
coot,2880709
xdsgui,2879989
xterm,2879662
relion,2878457
relion,2877418
peet,2875728
nmrfam-sparky,2874106
java,2870585
o,2868388
cistem,2867644
molmol,2864034
coot,2864010
chimera,2863208
peet,2862778
phenix,2862298
ccp4,2861109
coot,2860750
chimera,2858853
peet,2858796
chimerax,2857552
coot,2857022
phenix,2854457
coot,2853373
python,2851645
schrodinger,2846910
ccp4,2846654
gromacs,2844916
xterm,2844883
java,2844399
chimera,2842796
pymol,2842640
chimerax,2841441
relion,2840536
samtools,2839452
chimera,2838632
chimera,2837949
chimera,2833854
java,2829893
chimera,2829837
relion,2829286
scipion,2829175
java,2827957
java,2827811
relion,2827350
relion,2825229
coot,2823741
java,2822457
relion,2820245
coot,2819916
pymol,2819484
relion,2817786
chimera,2813317
peet,2813186
pymol,2812410
vmd,2812244
java,2806397
coot,2805846
pymol,2803906
vmd,2802990
relion,2800883
pymol,2796074
coot,2795742
peet,2795290
coot,2795247
phenix,2791117
chimera,2788351
coot,2787420
peet,2786416
relion,2782494
pymol,2782145
pymol_schrodinger,2780553
relion,2779328
ccp4,2778964
relion,2778768
xterm,2777768
relion,2777682
chimerax,2776162
relion,2775855
relion,2772246
plink2,2769855
relion,2769855
eman2,2766547
pymol,2765074
vmd,2764788
chimerax,2758854
chimerax,2758524
pymol,2758326
pymol,2758034
relion,2757721
relion,2749550
schrodinger,2743427
coot,2743303
coot,2741018
vmd,2739242
relion,2733762
ccp4,2733734
chimera,2733614
relion,2733505
ccp4,2732950
relion,2730133
relion,2729370
relion,2727721
nedit,2725879
scipion,2725378
relion,2724996
eman2,2722776
coot,2722648
chimera,2720015
coot,2716680
samtools,2716628
relion,2716260
chimerax,2715929
jalview,2715798
samtools,2715062
chimera,2713222
chimerax,2711992
dials,2711369
relion,2705790
ccpem,2705503
chimera,2699842
ccp4,2695818
nmrfam-sparky,2694257
relion,2693062
chimera,2691966
vmd,2689761
relion,2689565
chimera,2682624
coot,2681690
cryodrgn,2680619
python,2679506
scipion,2679235
nmrview,2677545
pymol,2676671
relion,2675756
phenix,2673301
coot,2672111
ccp4mg,2671649
pymol,2668789
samtools,2668107
gromacs,2661318
chimera,2655727
schrodinger,2654323
relion,2652046
r,2651409
cryolo,2651039
chimerax,2650642
relion,2649530
relion,2649216
java,2647559
relion,2647289
schrodinger,2645792
eman2,2643788
relion,2642964
relion,2641294
java,2640202
ccp4,2639878
ccp4,2639821
phenix,2639467
relion,2638204
relion,2637823
ccpem,2632173
pymol,2626750
pymol,2625908
chimerax,2622308
relion,2622214
pymol,2619817
phenix,2617353
imagej,2615613
relion,2615537
schrodinger,2612805
phenix,2612304
rstudio,2611112
pymol,2610622
relion,2605470
ccp4,2605166
xterm,2605017
pymol,2604862
eman2,2600261
ghostscript,2595433
relion,2591054
relion,2591054
relion,2589792
o,2589336
relion,2588560
phenix,2588442
phenix,2584527
coot,2583921
coot,2582239
phenix,2580799
pymol,2580666
relion,2578927
chimerax,2578628
peet,2577102
phenix,2573694
coot,2571486
nmrfam-sparky,2570493
relion,2567623
chimera,2565862
chimerax,2564811
peet,2562648
chimerax,2562312
chimerax,2561731
relion,2561494
relion,2560593
xterm,2558186
eman2,2558032
vmd,2557686
perl,2556813
aline,2556564
java,2554949
chimerax,2554861
phenix,2553847
chimerax,2552300
relion,2548509
chimerax,2548057
peet,2545614
java,2540772
chimerax,2537973
rosetta,2537795
rosetta,2537795
dials,2535987
peet,2535210
coot,2531910
chimera,2530782
phenix,2527075
chimera,2526894
pymol,2526861
openmpi,2526725
chimerax,2523441
pymol,2521964
nedit,2521522
relion,2519900
coot,2519125
chimerax,2518180
chimera,2517755
nmrpipe,2515822
relion,2511971
coot,2507670
relion,2507669
eman2,2507352
relion,2507292
pymol,2506353
pymol,2505348
vmd,2503516
peet,2503159
coot,2502318
chimerax,2501671
phenix,2500856
chimerax,2499456
relion,2499399
samtools,2498814
chimerax,2496254
imosflm,2492913
nedit,2489589
python,2486209
cryolo,2485135
phenix,2482524
perl,2482038
coot,2481290
prody,2480407
eman2,2478465
peet,2478051
relion,2476575
chimerax,2475369
pymol,2473759
pytom,2472919
schrodinger,2467826
schrodinger,2465623
o,2463504
ccp4,2462091
jalview,2460381
chimerax,2455706
phenix,2454963
java,2452939
relion,2451927
openmpi,2450392
relion,2450264
phenix,2450153
relion,2449584
phenix,2449307
eman2,2447986
scipion,2446788
relion,2445978
jupyter,2444937
relion,2444697
chimerax,2444664
chimera,2442999
adxv,2442236
ligplus,2442140
peet,2441339
relion,2438989
schrodinger,2438081
chimerax,2437593
pymol_schrodinger,2436724
relion,2435835
peet,2435109
ccp4,2432895
ccp4,2431253
coot,2431105
pymol_schrodinger,2428858
java,2425845
relion,2425314
gromacs,2423437
geneious,2422192
coot,2422027
peet,2421112
bwa,2421060
relion,2420456
phenix,2418329
coot,2417894
bcftools,2416944
relion,2415396
grace,2415050
coot,2413502
coot,2412496
ccpem,2406552
samtools,2403544
chimera,2400240
relion,2397872
pymol,2396879
peet,2395783
relion,2394844
coot,2392811
chimerax,2389610
nmrfam-sparky,2388903
coot,2387620
java,2385465
gatk,2384434
pymol,2383508
phenix,2380707
coot,2380161
chimera,2379849
cryolo,2379303
ccp4,2376123
chimerax,2375644
relion,2375360
chimera,2371281
java,2368116
pymol,2367546
relion,2367527
chimera,2367517
vmd,2363888
nmrfam-sparky,2360225
relion,2356661
relion,2355426
ccpem,2354360
nmrfam-sparky,2354287
phenix,2350877
coot,2349688
atsas,2349662
peet,2348504
phenix,2346985
java,2344875
nmrfam-sparky,2343748
coot,2343279
coot,2340812
o,2340544
peet,2340185
relion,2339428
alphafold,2335646
relion,2334112
jalview,2332702
tomotwin,2331587
relion,2330102
nmrfam-sparky,2329829
java,2329215
xdsgui,2328350
vmd,2327875
peet,2321672
pymol,2319072
java,2317878
pymol,2317819
xds,2311308
phenix,2311123
relion,2309954
pymol,2305945
relion,2299238
java,2299149
coot,2293638
pymol,2293060
beast,2292236
schrodinger,2291482
chimerax,2290806
atsas,2288271
coot,2286229
java,2285137
pytom,2284484
o,2283347
chimerax,2282976
chimerax,2282489
phenix,2279742
nmrfam-sparky,2278676
pymol,2275462
phenix,2272372
phenix,2271522
ccp4,2269369
ccpem,2266214
cistem,2265995
pymol,2265776
pymol,2265049
pymol,2264736
peet,2262232
spring,2259621
nedit,2258382
ccp4,2257296
nedit,2253895
openmpi,2252585
fiji,2249459
vmd,2249035
pymol,2246836
chimera,2246647
java,2245958
r,2244906
coot,2242235
coot,2241013
java,2239655
coot,2239262
relion,2235920
nmrfam-sparky,2235148
imagemagick,2234904
pymol,2232611
relion,2231051
r,2229471
chimerax,2226991
java,2224513
vmd,2222791
schrodinger,2222666
java,2220838
java,2220838
java,2220151
java,2212150
pymol,2211851
java,2210574
relion,2207697
coot,2207037
pymol,2206599
schrodinger,2199876
relion,2197858
relion,2193557
chimerax,2192003
coot,2189950
coot,2185845
peet,2183888
relion,2183723
chimera,2182528
peet,2176867
schrodinger,2173732
relion,2173430
isonet,2171853
phenix,2170181
coot,2165463
peet,2164870
python,2163566
phenix,2163135
relion,2162537
ccp4,2159426
phenix,2158989
phenix,2158353
pymol,2156728
chimera,2155748
relion,2154110
propka,2152133
coot,2150347
r,2146686
java,2146574
phenix,2143956
relion,2142856
relion,2142431
pymol_schrodinger,2140299
schrodinger,2138438
nedit,2137970
schrodinger,2134807
chimerax,2134683
relion,2133769
rosetta,2133410
relion,2131317
vmd,2131062
phenix,2129400
xds,2129336
java,2128804
relion,2127621
java,2125758
java,2124522
relion,2122754
alphafold,2121739
java,2119640
coot,2117901
relion,2114955
pymol,2114502
pymol,2114286
coot,2112511
freesurfer,2111524
freesurfer,2111524
cistem,2108609
relion,2108110
java,2106927
phenix,2106746
chimera,2104078
nmrfam-sparky,2103416
samtools,2101389
perl,2100995
nedit,2099429
ccp4,2098601
relion,2096667
peet,2091717
relion,2091578
peet,2089634
pymol,2087950
coot,2087214
chimerax,2086025
relion,2080770
xterm,2079399
coot,2076943
ccpem,2076211
coot,2074934
python,2074250
phenix,2072640
chimerax,2072087
scipion,2071476
geneious,2070568
nedit,2070556
relion,2069831
coot,2067610
peet,2067251
caver_analyst,2065515
vmd,2065069
pymol,2062210
chimerax,2060117
coot,2060036
python,2059754
java,2059609
chimera,2055771
java,2055594
coot,2054040
autoproc,2053715
java,2053195
nmrfam-sparky,2052514
java,2050274
chimera,2049707
samtools,2047835
pymol,2046707
java,2044690
pymol,2041285
pymol,2037328
chimerax,2035707
chimera,2034760
relion,2034082
vmd,2032071
relion,2031675
eman2,2029883
chimera,2027817
chimerax,2026875
freesurfer,2026547
pymol,2025636
freesurfer,2023681
freesurfer,2021792
java,2019540
chimera,2019383
chimerax,2017530
chimerax,2016443
peet,2014440
pymol,2013791
relion,2010403
coot,2009999
openmpi,2007870
nedit,2007748
scipion,2004802
relion,2002422
relion,2001830
coot,2001096
openmpi,1998990
nmrfam-sparky,1993253
phenix,1990959
relion,1986020
coot,1981774
peet,1981706
java,1981110
coot,1980404
ccp4,1979392
relion,1974126
pymol,1972937
o,1971023
chimerax,1969085
chimera,1966418
chimera,1965897
hkl,1964403
pytom,1962193
ccp4,1962150
chimerax,1959814
coot,1959037
vmd,1955378
nmrfam-sparky,1950851
ccpem,1950118
relion,1949383
java,1949155
coot,1949113
relion,1947651
coot,1947510
chimerax,1946877
chimerax,1946780
r,1945420
java,1944709
schrodinger,1944522
phenix,1943885
peet,1941774
coot,1940249
coot,1938235
relion,1937691
vmd,1934071
chimera,1932838
chimera,1932838
ccp4,1925679
chimerax,1922095
nedit,1919779
relion,1919374
phenix,1917873
relion,1917093
pymol,1916809
peet,1916770
coot,1914423
vmd,1914343
schrodinger,1913528
ccpem,1912645
chimera,1910016
pymol,1909603
ccp4,1909308
coot,1908459
r,1906895
vmd,1906841
chimerax,1906626
python,1906207
relion,1904340
ccp4,1903430
java,1902433
java,1902031
java,1901494
adxv,1900025
adxv,1900025
imagemagick,1899908
relion,1898858
coot,1898374
o,1892952
coot,1892254
schrodinger,1890260
pymol,1888202
phenix,1887357
chimera,1886109
schrodinger,1880356
alphafold,1879850
pymol,1879358
java,1879345
pymol,1879207
coot,1879180
coot,1877694
coot,1874318
coot,1874101
buster,1872474
hkl,1867526
schrodinger,1867522
coot,1866948
prody,1865001
perl,1861674
rosetta,1860639
nedit,1860034
nedit,1859553
samtools,1858734
chimera,1858572
ccp4,1857054
java,1855446
java,1854846
bcftools,1853878
o,1852240
java,1851342
delly,1851314
scipion,1848343
nedit,1846402
java,1845997
chimera,1844059
relion,1844044
relion,1843575
peet,1840769
pymol,1839464
schrodinger,1839280
bowtie2,1838922
openmpi,1837099
pymol,1836691
chimera,1834553
ccpnmr,1833626
phenix,1832808
cara,1831138
ccpem,1829221
cistem,1828550
java,1825829
schrodinger,1823830
vmd,1823256
o,1816668
scatter,1816097
cistem,1814531
adxv,1814507
nedit,1814220
grace,1811396
nmrfam-sparky,1809013
relion,1807654
nmrviewj,1806358
chimerax,1806022
perl,1805064
chimerax,1804815
phenix,1804201
ccp4,1802591
java,1801390
vmd,1800867
schrodinger,1800116
nmrfam-sparky,1799761
java,1797852
schrodinger,1797690
xdsgui,1793830
xdsgui,1793830
coot,1793341
ccpnmr,1793067
eman2,1792904
vmd,1791641
chimera,1791514
ccp4,1789253
relion,1788566
schrodinger,1787297
pymol,1786158
adxv,1785236
coot,1782594
chimera,1777285
nedit,1775921
schrodinger,1774455
adxv,1772096
openmpi,1770868
python,1770647
rosetta,1770123
java,1768610
nedit,1765751
chimera,1765386
scipion,1764490
relion,1764387
imosflm,1763619
adxv,1763228
chimera,1762542
fiji,1761631
python,1761481
java,1761409
adxv,1760558
ccp4,1760529
chimera,1759266
samtools,1758263
jupyterlab,1756064
coot,1752720
java,1752613
coot,1750680
pymol,1749814
schrodinger,1747616
peet,1745999
coot,1745508
gatk,1745489
vmd,1745027
pymol,1744673
chimerax,1744182
schrodinger,1744032
scipion,1743540
relion,1740735
ccp4,1739589
pymol,1737811
peet,1737552
nmrfam-sparky,1737405
o,1735906
relion,1735435
nmrview,1735053
r,1734492
nmrview,1734237
alphafold,1733096
ccp4,1731270
gatk,1729405
java,1729203
pymol,1729000
ccp4,1727746
geneious,1726631
coot,1724579
chimerax,1718745
nmrfam-sparky,1715171
chimerax,1714512
geneious,1714375
relion,1711814
schrodinger,1709641
jalview,1709174
alphafold,1709152
chimera,1707959
ccp4,1707957
focus,1706305
samtools,1705772
relion,1705563
pymol,1704393
coot,1702306
phenix,1699289
pymol,1698984
chimera,1695707
pytom,1695691
java,1693890
ccp4,1693847
pymol,1692020
chimerax,1689302
phenix,1688003
peet,1687396
vmd,1686286
nedit,1684021
openmpi,1683662
coot,1681145
o,1680944
pymol,1680329
coot,1679328
pymol,1678946
eman2,1678497
java,1677741
phenix,1676974
schrodinger,1674502
xdsgui,1674220
peet,1674026
scipion,1673431
chimera,1673167
tophat,1672939
cistem,1672758
openmpi,1671868
coot,1671200
nmrfam-sparky,1668594
vmd,1667541
vmd,1667541
chimerax,1667407
dials,1666226
coot,1666179
nedit,1665726
phenix,1665722
chimerax,1665198
java,1664581
pyrqa,1663738
peet,1663158
delly,1661063
vmd,1653047
molmol,1652449
peet,1651734
chimera,1650324
o,1648218
coot,1648141
schrodinger,1646360
schrodinger,1646198
pymol_schrodinger,1644597
phenix,1643452
ccp4,1643103
java,1642506
relion,1641634
eman2,1641247
vmd,1639209
java,1638844
pymol,1638651
chimera,1638544
delly,1635406
nmrfam-sparky,1634793
peet,1633489
chimera,1633001
chimera,1632895
phenix,1632240
xterm,1632117
chimerax,1631456
rosetta,1630821
coot,1629124
grace,1628305
ccpnmr,1625687
jalview,1625154
imosflm,1623318
schrodinger,1622614
rosetta,1622290
java,1621008
chimerax,1620991
nmrfam-sparky,1620903
eman2,1619780
pymol,1619544
samtools,1618818
pymol,1617107
relion,1615702
rosetta,1614928
pymol,1613112
vmd,1610980
coot,1610346
nedit,1608921
coot,1608871
java,1607801
scipion,1607435
chimerax,1607435
java,1607402
relion,1606869
schrodinger,1605848
hkl,1605018
python,1603048
java,1602650
coot,1602546
coot,1598990
vmd,1598428
nedit,1597398
java,1597120
eman2,1597067
schrodinger,1594812
jalview,1594806
rosetta,1591952
chimerax,1591391
relion,1589866
chimerax,1588925
relion,1587319
ccpnmr,1586998
nedit,1586751
chimera,1586195
chimerax,1586160
coot,1585635
python,1585346
coot,1583836
hkl2map,1583827
rosetta,1583260
coot,1582517
coot,1582517
java,1581889
xdsgui,1581275
pymol,1577749
r,1576323
ccpnmr,1575489
beast,1575414
relion,1575144
relion,1574899
ccp4,1572688
schrodinger,1571881
relion,1571704
coot,1570613
peet,1569531
peet,1568468
hkl,1568453
schrodinger,1567822
java,1567739
chimerax,1567115
chimerax,1566799
peet,1566726
nedit,1566086
r,1565959
nedit,1564098
nedit,1563616
nedit,1562772
chimerax,1561484
jalview,1561307
ccpem,1560832
coot,1557562
scipion,1554990
chimerax,1554618
coot,1554414
pymol,1554095
python,1552682
relion,1552623
chimera,1551983
beast,1551697
mgltools,1551256
schrodinger,1550819
cryolo,1550578
hkl,1548279
python,1547479
geneious,1547327
coot,1545285
r,1542459
pytom,1536961
python,1535870
samtools,1534884
relion,1532298
eman2,1531788
jupyter,1531611
relion,1531422
delly,1530265
xdsgui,1529570
relion,1528321
schrodinger,1527797
nedit,1526128
openmpi,1525762
phenix,1525288
htslib,1524012
pymol,1519744
python,1516887
samtools,1515831
chimerax,1514990
adxv,1514362
cistem,1513890
chimerax,1513248
coot,1512289
cistem,1511011
phenix,1510755
pymol_schrodinger,1509770
chimerax,1508577
bcftools,1508330
bwa,1507763
java,1507142
r,1506996
coot,1505836
chimera,1504875
chimerax,1503294
